group,Open_report typo-corrected
psychedelics,"My psilocybin experience occurred on a gorgeous Summer day with my spouse and our friend of 20 years. The setting was gorgeous, safe and comfortable.  I spent the first 3 hours of the session in child's pose, very internal, with a playlist including world music.  In those 3 hours, I lived hundreds of lives, or had the experience of slipping from one consciousness to another with total ease, one after another after another. I was a Japanese baby one moment, a man on a deck in Santa Cruz the next, a crusader the next, all genders, all times, all cultures one after another. I realized I was working up a sort of spiral staircase of consciousnesses, and when I reached the top, a being was there. She was represented as the the Virgin Mary clad in aqua with a golden crown. She was crying. She said, ""I see the suffering, I love you endlessly, but there is nothing I can do about it. You [humanity] must help me, you are all my treasures, you must do the work of loving, you must act for me."" I knew that she was the ""lady of infinite vision and infinite compassion."""
psychedelics,"This was written ten days after the event and posted on a website dedicated to 5-MeO-DMT. Backstory I am a middle aged woman with several kids and a successful career, history of addiction in teenage years, some depression and anxiety since, mostly resolved now. I have been seeking non-dual awakening most of my adult life, beginning with Vipassana training in my twenties and continuing with an on and off meditation practice since, several retreats, and voracious reading of any non-dual philosophy I can get my hands on. I believe in the scientific method yet I can not accept materialism as a logical explanation for What Is. It makes no empirical sense to begin one's search for truth with an abstraction (matter) and try to derive from that abstraction the one and only fundamental experiential reality we have direct knowledge of (consciousness). I have been using psychedelics as a tool for understanding reality for several years. I have had a number of insights in this way but they generally fade quickly with time and becomes less distinct. Until now. I have read every book and article I can find on 5-MeO-DMT in the past 3 years and have been seeking this molecule like the Holy Grail in that time. It has taken 3 years to come to me. This was the correct time frame. It never was up to me. I have read many awakening experiences and had never had one of my own, not really. My deepest, most secret and shameful fear has always been that I was deluding myself, and that perhaps there is actually no Truth that can be known, or that I am for some reason not worthy or capable of knowing it. My terror was that I might die without ever having been absolutely sure of anything. Preamble The experience was at a group retreat facilitated by knowledgeable, experienced guides. We started earlier in the morning with a ""toe-dip"" via vape pen outdoors, in which my experience was one of gently being drawn along a path of the loss of objects and concepts. The visuals were very gentle, pastel fractals which did not demand any interaction from me. The physical sensation was one of merging into the land and sky_ sounds were omnidirectional, light was brilliant through my closed eyelids, and the emotional sensation was reassuring and peaceful, quite the opposite of my experiences with N,N-DMT. I remarked that instead of feeling like a lot of visual, emotional and conceptual content was being added to my perceptual field as with N,N, this was the sensation of content being removed, falling away. I felt there was a path along which I could pass, where less and less would clutter my inner awareness, and that I could see this would lead ultimately to a single point. ""I just want to get to the point!"" I suddenly quipped, realizing the exquisite pun. I thereafter took another dip with the vape pen and lay face down on the grass, feeling the wind and sun and dirt and reveling in this very animal experience of being a biological being on this beautiful planet. At no time was there any fear or any ego loss. Very gentle. The event The main event happened that evening with synthetic 5-MeO-DMT via glass vapor genie in three doses: 3 mg, 6 mg, 12 mg. This was served in a safe indoor setting with two guides and two beloveds accompanying me. Doses were determined by my guides without any input from me. The 3 mg dose I don't remember anything about. The arc of the 6 mg dose and the 12 mg dose was essentially the same, the symphony described below. After the 6 mg dose I said ""don't let me forget this, I won't forget this will I?"" It was so incredibly clear, and then it started to scatter and I feared I might forget it so immediately went for the 12 mg dose which delivered the same experience with infinitely more clarity. In order for the lesson to be received as I received it, it was psychologically necessary to see it as having been orchestrated and delivered by ""someone"" and my ego, once back online, attributed this skill to my guide. I have since realized that of course she did not orchestrate my inner experience, but to absorb it with the impact I did, that step was necessary. The belief that ""she did it"" was a bridge to a fuller understanding of what was learned. The symphony in movements The deconstruction As the smoke leaves my lungs and gentle fractals whirl extremely rapidly, awareness focuses into a tunnel heading towards a point. ""I've been training for this my whole life"" is my last thought in words. Every life experience is instantly seen as relevant then discarded, peeled away, released, its gem of meaning consolidated into the elegant, unified path of understanding unfolding within. All identities released. All self inquiry absorbed. All non-dual intellectual understandings metabolized. All meditation experiences understood. All psychedelic lessons integrated. The pinnacle Everything falls away. The sum total of my life's quest is balanced on a tiny, silent pinnacle and there is no further path ahead. A feeling of uncertainty, apprehension, nowhere to turn, what now? A pause. The void The pinnacle vanishes. The gem of the sum total of my life's quest silently goes ""poof"". There is NOTHING. There is NOTHING. There is NOTHING. The sensation is abject. Utterly lost. No one to orient and no experience to orient to. Drifting, writhing, with utter helplessness in the void. There is no coming back from here. It was nothing all along. This is not a metaphor. This is the absolute reality. There is no one to have an emotion but if there were it would be one of existential horror and futility and ultimate aloneness. The gathering of energy From the writhing, helpless drifting, energy begins to swirl and grow and gather, colors of deep blue and purple, like liquid metal, swirling in a cosmic whirlpool, pressure growing, all the energies of the void collapsing together with incredible velocity and infinite force. There is something again_ that which would orient tries to find the orientation to the rising energy as it grows to infinite intensity and focuses into a single point. The singularity / the realization / the ultimate irreversible surrender The energy collapses into a singularity containing all of space and time and awareness, absolute pure reality as it is, utter certainty, the I Am. Surprise, shock, realization, ecstasy as the single pure shining high note of reality as it is shatters the person, destroys it with joy and no turning back. This is all that matters. This is all that is. Transcendent understanding. Absolute certainty. All that once seemed important is moot here at the end of the story. Everywhere and nowhere. The understanding is embraced with urgency and abandon. The obviousness is overwhelming. At the core of reality there is ultimate certainty. This is worth every sacrifice and surrender is total. The supernova of reality as it is The singularity gives birth to Reality As It Is in a supernova like a cosmic orgasm. Reality as it is without orientation. All prior concepts are seen as pure illusion, laughable, HILARIOUS. The idea that a person's ideas about reality have any relevance to anything at all is FUCKING HILARIOUS. The idea that there is something to be attained is FUCKING HILARIOUS. I get it!! The full force of the joke hits me. The mastery of the set up, destruction and revelation hits me. My guide is holding my hand smiling a smile that confirms for me at the deepest level what I already know, which is this truth can never be unseen, nothing has ever mattered, this is the cosmic joke, and it was masterful. Not a step was missed, not a motion wasted in the execution of this lesson. The impact has destroyed me and I am so grateful and I say to her fiercely ""That was PERFECT. You are a MASTER. You are a FUCKING ARTIST."" The fall and the impossibility of anything mattering Identity returns and it is meaningless. It is HILARIOUS. The idea that the only true thing in existence, once seen, could be forgotten, is HILARIOUS. Everything is hilarious! I laugh and laugh and laugh. Every idea that occurs to me is hilarious. The idea that anything could ever have mattered is hilarious! I laugh and writhe and kick my feet. I feel totally naked now, all lies and self deception are destroyed, because who would lie to whom? How would we ever fake anything? Nothing matters. I am reborn into truth. I am liberated. ""Thank you, thank you, thank you"" I say. Ideas and concepts are drifting tatters around me and I understand why people act so unpredictable and crazy after they smoke 5. It is impossible to self-censor, there is no one to censor, it can't be done. The ""I"" that emerges is not the one who went in. Nothing will ever be the same, this is clear. I laugh and laugh and laugh for half an hour at least, my beloveds looking on with love and questions and a bit of apprehension in their eyes. I can't tell them. This can't be told. Only my guide knows. ""You are a fucking artist"" I tell her again, needing to express this in some way. ""I've never had a psychedelic experience like that. That's what I have been looking for. Thank you. Thank you. I'm done. I never need to have another experience in my life. That was it."" The aftereffects The effect of this destruction has been overwhelming. I was deeply blessed to have an amazing community of chosen family with me on this retreat, who held me as I laughed and cried and was unable to cook or eat or hold a conversation. There are layers upon layers of understandings unfolding. There has been joy and fear and ongoing reactivations, nearly continuously for the first 48 hours after the ceremony, still continuing now 10 days out. This will take some time to integrate. Memory of the event continues to reveal itself and clarity increases each day, unlike every other psychedelic experience I have ever had. It seems as if every lesson I have ever learned from psychedelics has simultaneously been proven true and yet my original understanding was seen to be completely trivial. All the things I thought I knew, I didn't really know. One thing I thought I knew is that psychedelics make you honest. This is true, and yet the way I lived this before was superficial, it seems. Previously I had a strong drive to be honest and authentic, but it was still seen as a choice. Two days after this experience I awoke feeling the void, and though I could see everything and use language, I felt I was no longer a person. It seemed clear that the boundaries of the person, the things that make me ""me"" and not ""not-me"" are all at their essence lies. I am trying to understand the implications of this for my daily life. Another thing which was driven home in its ultimate form was the fact that I am responsible for apprehending Truth, myself, without mediation. No guru can come along and define Truth for me. I can not abdicate this responsibility. As a manifestation of the One, it is up to me alone to learn, integrate and trust the Truth that unfolds for me. This also led me to finally realize the thing I had only ever dared to hope before, which is that YES, I can trust reality. I can trust the Universe. The core of reality is trustworthy by definition. The seeing of Reality As It Is without orientation confirmed something for me with deep clarity that I had understood and yet not understood. It is clear that Reality IS, and this is primary. Previously I interpreted this as something along the lines of ""everything is perfect and unfolding as it should, so don't worry"" or ""life is more fulfilling and joyful when I don't identify with or even create judgements about what IS"" but what I saw in the singularity is that these interpretations are entirely beside the point. Reality IS. Full stop. What I think about it, whether I find a way to be happy with some understanding that it's all ultimately perfect or not, is completely fucking irrelevant. Reality IS. I Am That. Does someone here know a way to put this into the English language in a way that conveys the IMMENSITY of this revelation? This is one of the key insights and I'm having a hard time explaining in words why this is so ultimately true and important, even to others at my retreat. The importance of a safe, loving, trusting container in which to do this work was revealed as essential. I have done lots of psychedelics in my bedroom with my partner, yet I can't imagine doing this work alone, without an experienced guide at minimum. I had total safety with many people to hold me for days, and this I believe was one of the keys to allowing this experience to unfold for me the way it did and needed to. I feel I could have really messed myself up had I acquired this substance on my own and gone for it with the hubris of considering myself an experienced meditator and psychonaut. I am so thankful that did not happen. Though I said ""I never need to have another experience again in my life"" I should clarify that of course I know that I will have experiences, and that I want to. If it is possible for me, I will continue working with 5 as long as it will allow me to. But I don't NEED to. The fundamental questions that kept me in fear of death (is there a Reality and can I trust it?) have been answered. I consider myself the most humble and beginning initiate now, but finally I see I am actually on the path I have sought. And if this is the extent of the revelations I get in this incarnation, it is enough. I am eternally grateful. I have long believed that the quote below is true. I hoped. I trusted... Now I know. Knowing is different. ""You live in illusion and the appearance of things. There is a reality. You are that reality. When you understand this, you see that you are nothing, and being nothing, you are everything. That is all."" - Kalu Rinpoche"
psychedelics,"5MeO experience one week ago - initial burst of strong energy that dissolved the Default Mode Network. I was not afraid but quite surprised! The initial burst resulted in wave after wave of tension and release creating profound relaxation in my body. I had been working with ending a 15 year long trauma loop and trauma bond with an ex-husband. These successive waves of tension-and-release dissolved the trauma loop and I was freed. After that, I continued to surrender myself to the waves of relaxation that continued, less strong but palpable, for the next 20 minutes. Such bright white light that felt like God but not quite. On reflection, I think it's a brilliant, kind and loving sentience that is transdimensional and the medicine itself is a transdimensional vehicle. It may even be myself at a much higher dimension. It was a powerful first-person realization, akin to an enlightenment experience: self-evident. But it's already a memory but the effects of the medicine have reduced my anxiety by 80%, have reduced my looping worries by 90%. This past week I have slept so soundly as I haven't done in decades. I feel more rested than ever before and this is enormously restorative. The experience has more deeply bonded myself and my husband and the commitment to our relationship."
psychedelics,I made the realization that I need to be more aware of my actions towards others. My intention might not always be what it seems at face-value. Sometimes my desire to care for others causes me to misinterpret the signals people send.  This came to me as I was fully aware of my friend and how the trip affected him badly. I started to care for him and tried to make things better for him. This didn't go so well as he didn't have a bad experience at all. Nothing bad came of it and our respective inner journey and experience could continue. But it made me realize that I needed to do some more work with myself and from where my actions and behavior towards other stems from.  (I am a licensed clinical psychologist and work with children and adolescents. So this is not completely new as this is something we've been taught and read about in length. But I hadn’t experience it in such a impactful way. It also made me rethink and actually left the therapeutic work and became a manager instead.)
psychedelics,"First my body relaxed thoroughly, and then I could see only a fluctuating colourful blur. It was the first time I completely lost my vision during a trip and soon it got pretty scary. I felt like everything ceased to exist and may not return to existence. I waited in bed for my vision to come back, which it very slowly did, but I was afraid that I and everything else might not exist ever again.  I managed to make enough sense of the physical world to call a friend, because I needed a confirmation that I, the people in my life, and everything else still existed. Hearing a friend's voice was the sweetest thing I have ever experienced. He told me everything is ok and the effect will pass. We hung up after a moment, and I cried harder than I have ever before. My face was absolutely soaked, but I didn't cry of fear, but of gratitude. I was so utterly grateful that our beautiful planet and everything it carries has the privilege to exist. The fear tried to come back again, but I called another friend and we talked for over an hour. I needed constant confirmation that the world and people still exist, but I got that from talking/listening to my friend. Slowly but surely the effect diminished, and I was in a more familiar trip state, where I could consider myself, my life, and everything from a broader view with great ease. I started using the state to ask questions about my life's challenges, e.g. why do I feel like I'm not a real human and don't deserve to be here, but I know everyone else is and does. It was clear to me that the feeling came from how I was treated by my family in my childhood. It was also clear that there was absolutely no sense in feeling like that. My family ruled over me in the past and made me feel that way, but now, many years later, they have no power over me. In fact, when I considered realistically how the people in my life today treat me, I noticed that I am greatly appreciated as a friend and a colleague. It always felt wrong to receive praise and kind words, because I had learned as a child that I am sub-human and inherently defective and insufficient. So, after the experience I've felt immensely grateful for existence, as opposed to non-existence, the amazing planet Earth (and the whole cosmos) and all the beautiful things and creatures it sustains, my tiny and messy little apartment and perhaps most of all other human beings, who are just so magical and wonderful. Consciousness and living creatures are just... wow."
psychedelics,I was out with friends and my girlfriend and we decided to take some e. We took them in the club and went on to a studio to party. When we was inside the studio they kicked in. We all was listening to music and talked a lot. Maybe an hour in to the experience my friend was talking and when I looked at him a third I appeared in is forehead. I was not scared but more shocked and didn't say anything to anyone so that no one would get scared. After a couple of minutes another friends girlfriend asked another friend if the es was spiked with LSD. No one knew and then she continued with saying that she thought he were because she saw an eye in the forehead of the same friend that I saw having a third eye. I was shocked and told everybody I saw the same thing. Everybody was a bit shocked but we continued partying all night and had a good night. My friend ( with the third eye) had a loss of his child a couple of years earlier and I thought that maybe he had reached a higher mindset after that and the eye appeared when we all was more open to it I don't know.
psychedelics,"This took place many years ago at a friend's place where we were by just the two of us. It was my first experience with a psychedelic substance. I was not sure if it would work and what to expect. But we had arranged things so that we had a lot of peace and quiet. After I had taken the dose, we were watching television, and the first thing that was out of normal was that when the news ended and the weather broadcast started, the meteorologist Juha Föhr seemed so funny that I and then my friend too burst out laughing. I felt completely normal and sober though, so I did not immediately connect this with the psychedelic substance. Then my friend asked if I could see anything funny in the white ceiling, and while I thought that of course not, I lied down, looked at the ceiling, and indeed I could see all kinds of interesting patterns there. From now on I knew I was tripping, and that it was quite different from what one could have expected. I felt completely clear and lucid in the head, like I was thinking a lot more clearly than normally. The visual effects were not very strong, but it was more a conceptual thing about understanding that the world was much richer and more complex than one could superficially think. I thought that the much quoted William Blake lines ""when the doors of perception are cleansed, everything will appear as it is, Infinite"" were spot on: the infinite was present in everything, and you could delve into more interesting details in everything, as if everything was fractals. This also meant somehow that you could see beauty in everything. I had read a bit about Buddhism, and thought that it seemed to make perfect sense to adapt oneself and ones desires to this infinite and beautiful life. During the next year or so, I took the psychedelic substance a few more times in different settings. I feel that from that first time on, it profoundly changed or even defined me as a person. It somehow convinced me that the World is more to what the eye can see, and more beautiful and valuable."
psychedelics,"I had very difficult headaches those days, and treatments didn't seem to help with it, the neurologist I was felt like he had given up with me, so when I learned that psychedelics have helped some people with their conditions, I felt I need to give it a try. I wanted to be able to freely explore and express everything (I had enough confidence that I trusted my mind can not harm me, although some experiences can be extremely difficult) and I also felt that I would start to worry if the sitter can handle it, so I chose to be alone. I had some previous experiences and I knew it could get scary, but I also knew that I had some very good friends I could call if something went wrong. However, I prepared my home possible difficulties in my mind, created very comfortable and safe playlist, selected some poems and photos that comfort me etc., so that I could distract myself from difficult loops.  My memories are fragmented, the trip went around some themes. Very dominant one was my fear, I was afraid I couldn't trust myself under LSD and that I would accidentally harm myself, there were moments when I was afraid that my body would just stop breathing, my attempts to be sure, my desire to be alive and then trusting the body, relaxing the grasping. I didn't feel hunger or thirst very well, and similar pattern emerged here. I have history with fainting, and I was worried I would faint if I wouldn't remember to eat or drink. And the problem was I had no idea if I needed to eat or drink, so I very kindly (I had prepared some fruits and snacks beforehand) served myself some food and drink and then tried to listen if my body wanted it or no. I remember taking water into my mouth and then feeling that my body really doesn't want the water and I didn't want to force it at all. I lost my sense of time completely - I didn't know if I tried to drink a minute or five hours ago, and I didn't remember what the time was when I last time checked, so I decided to use my alarm clock and I set it to ring, let's say that after three hours or something. So this gave me some freedom from this eating and drinking worry and I really appreciated the time limit, I realized how I could relax and feel safe when I could trust I had a boundary, a timeline, when I was going to do something.  I think I took a shower but don't remember it well, maybe pleasure, the water.  It was touching and cute how much I had tried to make sure that I would feel safe. The playlist, oh, I didn't want it, I didn't want the music I knew, that was safe, I knew I wanted something new so I freely explored the Spotify. And windows and mirrors, during my first LSD trip they scared me, so I covered the window with the curtain before the trip, but then, during the trip I just felt it was a prison, and the images that my mind created to the windows were, yes, scary, but I turned towards them and wondered if this is really the most scary thing my mind can make up. Is this what I was afraid of? I felt silly and it was touching too, I saw my efforts to keep me safe and how it also hurted and limited me.  The watercolors were ready for me, I had thought I might would like to explore and enjoy the colors, maybe to create something, but during the trip I saw I wished to be productive, to ""get something"", and I felt so sorry for myself. I realized how little I allow myself to enjoy. And when the alarming clock rang I went to see if I wanted to eat or drink and wrote down when I had eaten and set it to ring again. But the pleasure, I really didn't want to be productive, I saw how much pressure I had, how much I forced myself to be productive, to be ""a decent"" and proper person, how much guilt I if wasn't. I felt I wanted to enjoy, the yearning, the need. I saw how often I ignored what I needed, the contrast was huge since now I really tried to listen what this being needed, wanted, and it felt very healing. I also felt how much I wanted to be held, how much I wanted a relationship, to have someone to share life with, and the longing felt very precious, no need to get rid of it. So the question was what I really needed and wanted and what would be healing. And the answer was pleasure. I felt joy and appreciated the pleasure, didn't judge my need or want. I remember the playful feeling, curiosity, while I walked to bed. Sheets felt good, I warmed the glass dildo in water to make it as pleasant as possible, undressed myself. And then, for quite many hours, maybe five, six, I enjoyed the touch, I allowed my body to relax and to turn on. Sometimes it was erotic, sometimes I just held myself or wondered. The painting on the wall amazed me, I think I spent some time with it. The experience of coherent body disappeared and appeared, sometimes I was confused but felt safe, enjoyed the exploring. The sexual experience was very pleasant, allowed myself all the pleasure I could take. Laying on the bed, I felt and saw how I was a child, a young woman, an old lady, a frailty elder at the same time, I had many selves and appreciated them all.  (This was not a world changing experience but showed me what was going on my life and mind - LSD worked as a mirror, I believe psychedelic drugs don't show us ""the truth"" but our own mind, we see what we are. And what I really appreciated, was that the pain disappeared and for some months I microdosed LSD to survive with the pain. I was relieved that the microdose worked as well (maybe 20ug) because I had no interest on full trip for 12 months or something after this)"
psychedelics,"(I was with my friend who currently had a problem with his girlfriend. So we went out to a pub and after few beers we decided to took 1cp-LSD. It was a way for him (and for me) to open up.) We spent the whole trip in the center of the city we both live in. We were walking through an arcade and he suddenly broke down, he started crying, he was afraid his girlfriend was gonna leave him. I stood there for a second and I thought that he and his emotions were so disgusting. But in the end I found the empathy and hugged him. He needed comfort and I was able to provide it. But it was hard for me, because I already lost the connection he was afraid he would lose.  We were walking past some hotel and in the hall behind glass there were sitting three people. We found it so hard not to stare at them because we found them so absurd. It was like three o'clock at night.  We stopped in front of the National Bank and we started reading some law text they had there on an interactive screen. It sounded so absurd. And eventually we started saying to each other every time we witnessed something absurd ""How to human"". We were walking through the city the whole time and we were talking about our lives and about our feelings. We discussed how we feel like junkies and how this is an unhealthy coping mechanism. Even though it is extremely rare and helpful. We walked to a park next to our former high school, where we (me, him, his girlfriend) were classmates. We sat there on a bench. He started playing the guitar and my insides (intestine) started moving to the music. It felt funny. At one point I could not remember my live beside those moments I was tripping. I was scared but I started to think about where I am and with a bit of strength I started remembering my time at high school. We sat there for a quite a long time. He played the guitar and I watched how the whole world moved to the beat of the music. I felt calm and I think he did too. As the time progressed it started to feel as we spent our whole lives on the bench. It was quite hard to get up and go home. We had to go to university to attend lectures. But eventually we managed. We got up and slowly started going to bus station.  At the bus station his bus arrived at first and he left. I went to my station that was across a small park. The park looked dark and dreamlike as it was foggy. I was scared to walk through, I was afraid I would get lost. But I went through and arrived in time. The bus arrived and since I did not touch the button that would open the doors (i did it telepathically) the bus left. I got scared and sad and I started walking towards the next stop, which was only about 100 meters away. And there I got on the bus. The trip slowly ended on the bus. I arrived at home, had a breakfast and went to school, but in the middle of the lecture, the professor started to melt. But I closed my eyes and it stopped."
psychedelics,"I had a very stable childhood in an average income home. I suffered no major traumatic events during childhood. I was a top performer in school, matriculating with 8 distinctions. I was privileged enough to get a bursary to study chemical engineering. At age 21, I suffered my first depressive episode, and since then, I have been battling the suffering almost continuously. At one stage, I was so depressed that I even tried committing suicide, but luckily, it failed. At 26, I was blessed with a beautiful son. Although this gave me a sense of meaning in life, the depression pursued.  Late 2022, my fiancè (and mother of my child) and I separated. I experienced this as a major failure. Not per se the breakup itself, but the fact that I always were the star child in the family, and now I don't only have an extramarital child, like most of the other family, but also raising a child in separate houses. After reading about some benefits of psychedelics, I decided to try it on New Year's Eve. My 'trip' started off relatively badly. It was as if I saw this whole failure of raising a child in a broken environment vividly, almost from ""outside."" But this was quickly replaced with a warm feeling of gratitude. It was as if I saw my whole life from a spectator's perspective. I realized that regardless of the failures, I still make good of the situation. My whole mantra changed from ""I fucked up"" to ""it is what it is, just make the most of it."" I clearly identified several aspects of my life that must change. But I also realized what is well - it is almost as if a whole SWOT analysis of my life played out in front of me. I made peace with numerous errors of the past, and gained perspective on what life can potentially offer, if I embrace it. Psychedelics did not cure my depression, but it gave me such a clear perspective on what should be done. It gave me new hope. It is now a month since I used it. I still live daily with the new insight that one cannot change the past, but can change the future by making the right choices in the present. My depression symptoms did_ however, reduce and I am hopeful for what the future may offer.  I defined certain objectives that I want to achieve by my next birthday (August) and plan to treat myself with another psychedelic experience during that period, mainly to reflect on how I went about life between Jan and Aug. I believe this experience would be much more beneficial if done in a ""psychedelic assisted therapy "" session. It is a shame that one cannot access such highly effective medical treatment in South Africa."
psychedelics,"I experienced a heightened sense of playfulness and intrigue, insofar as ordinary circumstances became increasingly funnier and even slightly more bizarre - an example of which is upon entering the main room after taking a 'tab' of acid (as referred to in those days in the late 1960's early 1970's) I saw or thought I saw people 'swimming' in the broadloom rug on the living room floor, which I thought was rather hilarious. At the end of the acid trip, someone had placed a little piece of fluff that had been generated by this swimming movement atop the broadloom on the living room floor and stuffed it into the 'bust' of the grandmother of the family, which obviously a sculpture had constructed and which sat in a prominent position. However, I thought it was utterly HILARIOUS and thought this just about sums it all up ... !!! On another note the words came to me loudly and clearly although I knew not how stating ""YOU HAVE NOTHING TO FEAR BUT FEAR ITSELF"" and I think this gave me true knowledge and insight about the way in which THE MIND generates fear which then superimposes itself onto us as reality, This is how I took the meaning of these words to be and in my later studies it would appear that mind has a great deal to do with how we experience 'reality' ie the primacy of consciousness et al."
psychedelics,"During my December summer vacation of 2022 at one of my country's most popular beach holiday destinations, my boyfriend/partner and I decided to take some ""magic mushrooms"" and head to the only ""alternative"" bar in town. It was the day before my 28th birthday_ therefore, we wanted to celebrate. We started our celebration around 15:00 and each took a dose of roughly 2 grams of ""magic mushrooms"". As I've been experimenting with and using psilocybin mushrooms fairly regularly (in various doses) during the previous 6 weeks, mainly as an alternative self-medication for my anxiety and depression (which had reached an all-time high, starting approximately 6 months prior - getting increasingly more debilitating with each passing day and resulting in extremely crippling effects on my ability to function ""normally"" in the world as I knew, saw, and experienced it - and unrelentingly lasting until I had The Experience), I did not experience much of the intense sensations usually expected and produced with the consumption of psilocybin mushrooms. However, even though my psychedelic experience lacked intense hallucinations, such as the world warping and defying the laws of physics, colours did seem to be slightly brighter than what I reasonably expect them to normally be. Further, I experienced some feelings of happiness and calmness, fluctuating in their intensity, for an hour or so after the initial effects of the psilocybin set in. Somewhere during the time we arrived at the bar and after the mushrooms ""kicked in"", my partner and I met a guy, similarly aged, around the pool table. We both instantly connected with this refreshingly authentic guy and, after chatting with him for a while, we learned that he is also somewhat experienced in taking psychedelics. So, I offered him some of the remaining 20 grams of mushrooms we had been safely keeping in the car. He gladly accepted and offered us some of the LSD that he had in return. He warned us by saying that the LSD he had was pretty ""potent"" before giving it to us, but having taken LSD a couple of times before, I wasn't intimidated. After taking the LSD drop and almost two hours had passed, I was still not feeling any of its effects. The guy we met at the pool table, subsequently offered me more, which I accepted. He proceeded to attempt to distribute another drop of LSD to me_ however, unlike the first time where he carefully placed a single drop of LSD on my finger for me to lick off, he squeezed the little bottle of LSD directly into my mouth and accidentally squirted out a significantly large amount of liquid. After a short moment of freaking out about the ridiculous amount of LSD I just took, I accepted the situation and started to mentally prepare myself for what I was about to experience. In an attempt to support me in my current situation, the pool table guy and my boyfriend both decided to join in for the ride, and also took a similar amount of LSD as to what I had accidentally taken. Not long after taking the LSD, it started kicking in. About an hour after the initial effects started surfacing, the whole world around me and the core of my existence had changed. For the first time in months, I was finally able to experience a feeling of pure and utter joy. I found myself finally being capable of laughing again. For the first time, after a very long period of not only physically but also emotionally isolating myself from others, I felt connected to every single person around me. It didn't matter whether I knew them or not, I genuinely felt like I cared about and loved each and every one of them.  During my trip, I managed to come to terms with the fact that I am getting older and that I will eventually die (which has been something that I was unable to accept up until that point in my life and had previously caused me great fear and distress whenever I thought about it). The Experience also provided me with the awareness that my current career as a digital marketer was not at all what I wanted to do for the rest of my life, and that I should finally try to follow my passion and dream of becoming a singer (I have since signed a deal with a record label and recorded my first single). It further made me realise that I was not happy with living in the city and had to start making plans to move to the countryside (which is currently in motion).  Most importantly, The Experience gave me a sense of contentment. While it made me aware of all the things that I wanted and needed to change in my life, it simultaneously made me accept my life as it was at the time, which ended up relieving most of the anxiety and feelings of depression that I felt prior to The Experience. This gave me the strength to start working towards my goals again."
psychedelics,
psychedelics,"It's impossible to write down what happened, and to put into words how huge, how powerful, how beautiful this experience has been. I have felt the strongest connection with nature, with my friends, with the present moment I was living. Never felt like this before, never this strong. A sense of beauty, power, connection, friendship, freedom, aliveness, holiness was pervading me and everything around me. Nothing was out of its place. Everything was in its right place, in the right moment, as it supposed to be. No fears, no judgements, no tiredness, only an incredible displacement of pure existence in its more beautiful manifestation. A sense of ecstasy, of joy, a sense of being ""fucked"" by the earth and being part of it. Never felt so strong, so powerful, so right and conscious of the perfectness of the existence as in that moment."
psychedelics,"You are okay I took approximately half of what I was told was 5 grams of dried psilocybe cubensis mushrooms. I was home alone and it was a wintry sunday evening. This was my second experience with psilocybin, my first dose was 1 gram. My apartment at the time was a small one bedroom loft, maybe 30 square meters total. Maybe 20 minutes after ingestion I start to feel it. Joe Rogan's face on the screen starts to look ominous. I shut the tv and try to relax but can't. Anxiety increases. An hour in I feel very anxious and overwhelmed. I think of calling my then girlfriend but choose not to (I hadn't told her what i was doing that night). I decide to put my headphones on and choose an album: Tired Sounds by Stars of the Lid. As the soothing drones of the first track hit me I close my eyes. I see a face. It's a friend of mine and she is smiling. After that my girlfriend's face appears in the same vision. Tears start to flood my eyes. Anxiety completely dissolves, and suddenly I am filled with a ridiculously overwhelming sensation of bliss. I cry and laugh at the same time. I feel vast gratitude for the people I have in my life. ""You are okay"", was the message I felt I was receiving. For the next hour or so I just think of my friends and family, and every time I remember a new person I'm filled with joy for having him or her in my life. Feelings of immense gratitude flood my mind. I am okay. After this the experience shifts a bit. I begin to pay attention to my surroundings. The patterns on my curtains seem to be breathing, but overall, visual changes are rather moderate. I also feel a presence_ something is watching over me, sort of holding my metaphysical hand as I peek into this literally awesome version of existing. Gratitude is still very present. And I am ok. I notice a physical oddity: I began to yawn frequently and I feel quite weary. Sleeping is completely out of the question and I don't want sleep either. From time to time I feel an urge to go for a smoke. I was trying to quit at the time, and everytime I felt an urge for nicotine I was able to shut the feeling down just because I felt so good. It also felt like a wrong thing to do. Why would I do something pointless and harmful to myself especially now while I am experiencing probably the most beautiful thing in my life? Cigarettes had no place in this. And again, I felt a presence with me, and I was ok. Maybe 3 hours after dosing the intensity starts to mellow out. I leave my sofa, where I've been laying. Now I have this childlike wonder in me: how the water runs from the faucet is beyond interesting and fun_ candy feels bizarre in my mouth_ I observe my apartment from my balcony bed with an interest I still can't quite fathom. I message a friend of mine as the urge tell someone about what I've been through is now strong. Then the trip slowly and peacefully comes to and end. I eat and go to sleep. I will be okay, I thought."
